,Name,School,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
570,Mike Higgins,Navy,60.0,2.0,9.0,1.1,2.3,0.46399999999999997,0.9,1.7,0.51,0.2,0.6,0.324,0.9,1.2,0.754,0.6,0.9,1.5,0.2,0.2,0.2,0.7,1.0,3.2,-5.93
918,Ashraf Amaya,Southern Illinois,128.0,120.0,32.2,5.3,9.4,0.5670000000000001,5.2,9.0,0.581,0.1,0.4,0.22899999999999998,3.8,5.8,0.659,2.9,3.4,8.9,0.6,1.1,1.2,1.9,3.3,14.6,0.74
1044,James Cotton,Maryland-Eastern Shore,19.0,3.0,13.9,0.8,1.8,0.441,0.8,1.7,0.469,0.0,0.1,0.0,1.4,2.2,0.634,0.7,2.0,2.7,0.4,0.6,0.3,0.9,2.4,2.9,-7.38
1188,Eddie Robinson,Lamar,114.0,75.0,32.6,1.8,4.9,0.365,1.5,3.8,0.40299999999999997,0.3,1.1,0.23399999999999999,1.4,2.2,0.654,0.3,3.6,3.1,3.4,0.8,0.2,2.9,1.4,5.2,-7.2
1244,Gilbert Arenas,Arizona,70.0,33.0,30.5,5.6,12.1,0.466,4.1,7.9,0.523,1.5,4.2,0.361,3.0,4.0,0.738,0.8,2.8,3.8,2.2,1.9,0.2,2.7,2.4,15.8,11.13
1245,Brandon Armstrong,Pepperdine,65.0,30.0,30.4,6.6,15.1,0.439,4.4,9.5,0.467,2.2,5.6,0.391,2.7,3.2,0.8240000000000001,1.2,2.1,3.2,1.5,1.7,0.2,1.9,2.6,18.1,2.56
1246,Carlos Arroyo,Florida International,100.0,29.0,35.2,5.6,12.6,0.445,3.9,7.5,0.516,1.7,5.1,0.34,3.0,4.3,0.703,0.8,2.6,3.0,4.6,1.8,0.1,3.7,1.0,16.0,-1.88
1247,Shane Battier,Duke,146.0,39.0,31.4,4.5,8.9,0.5,2.8,4.9,0.57,1.7,4.1,0.41600000000000004,3.0,3.8,0.777,2.4,4.9,6.1,1.6,1.8,1.7,1.2,1.6,13.6,10.08
1248,Charlie Bell,Michigan State,140.0,33.0,27.0,3.7,8.5,0.439,2.8,5.9,0.48100000000000004,0.9,2.6,0.34299999999999997,2.2,2.8,0.782,1.0,3.7,4.5,2.7,0.9,0.1,2.8,0.4,10.5,9.9
1249,Ruben Boumtje-Boumtje,Georgetown,101.0,33.0,25.1,3.4,7.0,0.485,3.4,7.0,0.48700000000000004,0.0,0.0,0.0,2.8,4.2,0.664,2.6,4.2,7.0,0.9,0.8,2.5,2.7,2.6,9.6,4.94
1251,Jamison Brewer,Auburn,58.0,33.0,23.2,2.1,4.5,0.456,1.8,3.5,0.525,0.2,1.0,0.22,1.3,2.5,0.527,2.8,4.4,4.7,4.1,1.1,0.1,2.2,1.3,5.7,7.67
1252,Damone Brown,Syracuse,113.0,34.0,29.2,4.3,8.7,0.49700000000000005,4.2,7.9,0.525,0.2,0.8,0.225,2.0,2.7,0.742,3.2,5.6,6.0,1.1,1.0,0.8,1.6,2.4,10.9,6.91
1255,Tierre Brown,McNeese State,110.0,31.0,28.7,5.6,12.6,0.444,4.6,9.7,0.475,1.0,2.8,0.337,3.3,4.5,0.7340000000000001,2.1,3.6,4.2,3.3,1.5,0.1,3.2,0.8,15.4,-7.0
1257,Jarron Collins,Stanford,129.0,34.0,24.5,2.9,5.5,0.52,2.8,5.4,0.527,0.0,0.1,0.25,2.6,3.9,0.669,2.0,4.7,5.5,1.1,0.6,0.4,1.3,1.8,8.4,8.87
1258,Jason Collins,Stanford,73.0,34.0,22.1,3.6,5.9,0.612,3.4,5.5,0.623,0.2,0.4,0.444,3.4,4.8,0.716,2.7,5.1,6.6,0.8,0.5,1.2,1.5,2.2,10.8,8.87
1259,Joe Crispin,Penn State,127.0,33.0,33.3,4.8,12.7,0.382,2.4,5.7,0.423,2.4,7.0,0.348,3.5,4.0,0.885,0.5,3.1,2.9,3.8,1.0,0.1,2.9,0.5,15.6,8.6
1263,Alton Ford,Houston,26.0,18.0,25.5,3.7,8.5,0.43200000000000005,3.3,7.2,0.462,0.3,1.3,0.265,3.1,5.1,0.609,1.6,4.3,5.9,0.7,0.2,0.7,2.5,3.7,10.8,4.91
1264,Joseph Forte,UNC,69.0,32.0,33.9,6.9,15.3,0.45399999999999996,5.3,10.9,0.489,1.6,4.4,0.368,3.2,4.0,0.81,1.2,4.8,5.8,3.0,1.8,0.4,2.4,2.0,18.7,11.79
1266,Eddie Griffin,Seton Hall,30.0,30.0,32.6,6.9,16.0,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.7340000000000001,3.1,7.6,10.8,1.6,0.9,4.4,2.2,2.4,17.8,6.03
1267,Tang Hamilton,Mississippi State,123.0,31.0,27.2,4.0,8.4,0.475,2.9,5.0,0.575,1.1,3.3,0.324,1.6,2.3,0.6890000000000001,1.8,5.0,5.5,0.8,0.7,0.4,1.7,0.5,10.6,5.62
1268,Trenton Hassell,Austin Peay,84.0,32.0,36.2,6.9,14.6,0.47100000000000003,5.4,10.4,0.523,1.5,4.2,0.345,4.1,5.3,0.779,2.6,5.2,8.2,4.5,1.1,0.7,3.4,1.5,19.4,-3.83
1269,Kirk Haston,Indiana,96.0,28.0,26.8,5.7,12.0,0.473,5.4,11.2,0.48,0.3,0.7,0.366,3.0,4.2,0.7170000000000001,2.4,6.3,7.8,1.2,0.8,1.1,2.0,2.7,14.6,10.88
1271,Steven Hunter,DePaul,63.0,27.0,24.6,4.0,6.8,0.586,4.0,6.8,0.589,0.0,0.0,0.0,1.9,3.2,0.6,2.2,3.4,4.7,0.4,0.2,2.0,1.6,2.2,9.9,7.92
1273,Richard Jefferson,Arizona,84.0,34.0,26.3,4.0,8.1,0.49,3.3,6.2,0.528,0.7,1.9,0.368,2.5,3.5,0.718,1.7,3.8,5.0,2.8,0.6,0.8,2.7,2.6,11.2,10.19
1274,Joe Johnson,Arkansas,53.0,41.0,30.3,5.7,12.2,0.466,4.5,9.3,0.485,1.2,2.9,0.406,2.4,3.2,0.753,2.2,4.2,6.1,2.4,1.7,0.5,2.5,1.7,15.0,6.96
1275,Alvin Jones,Georgia Tech,124.0,30.0,31.5,3.6,7.4,0.489,3.6,7.4,0.491,0.0,0.0,0.0,3.3,5.8,0.574,2.4,8.0,8.7,1.4,0.7,3.4,3.0,2.2,10.6,9.22
1276,Terence Morris,Maryland,136.0,36.0,29.8,4.7,9.6,0.495,4.0,7.4,0.542,0.7,2.2,0.33799999999999997,2.5,3.2,0.78,2.5,5.2,6.8,1.7,1.2,1.9,2.2,1.9,12.7,10.41
1277,Troy Murphy,Notre Dame,94.0,29.0,35.1,7.2,14.6,0.496,6.6,12.5,0.522,0.7,2.0,0.335,6.2,8.0,0.777,3.1,6.1,9.8,1.7,1.2,1.3,3.0,2.9,21.4,6.35
1280,Zach Randolph,Michigan State,33.0,8.0,19.8,4.2,7.1,0.5870000000000001,4.2,7.1,0.59,0.0,0.0,0.0,2.4,3.8,0.635,3.1,3.6,6.7,1.0,0.7,0.7,1.6,1.8,10.8,9.54
1281,Jason Richardson,Michigan State,70.0,32.0,21.7,3.7,7.4,0.503,2.9,5.3,0.551,0.8,2.1,0.38299999999999995,1.4,2.1,0.649,1.8,4.1,5.0,1.4,0.8,0.5,1.1,1.9,9.6,9.73
1282,Norm Richardson,Hofstra,121.0,30.0,32.7,4.8,11.8,0.41,3.2,7.2,0.452,1.6,4.6,0.345,2.6,3.7,0.695,1.5,4.4,4.9,2.1,1.1,0.3,3.3,0.8,13.9,-5.0
1283,Jeryl Sasser,SMU,117.0,28.0,35.0,5.8,14.6,0.39399999999999996,4.6,10.6,0.43799999999999994,1.1,4.1,0.28,4.4,6.2,0.71,3.5,4.9,8.3,3.2,1.7,0.6,2.7,1.3,17.0,2.13
1284,Kenny Satterfield,Cincinnati,68.0,34.0,31.5,3.9,9.8,0.40299999999999997,3.0,6.8,0.43700000000000006,1.0,3.0,0.32299999999999995,3.1,3.9,0.78,1.2,3.5,4.1,5.2,1.4,0.1,3.3,2.4,11.9,8.17
1285,Brian Scalabrine,USC,92.0,33.0,33.0,5.7,11.2,0.513,5.2,9.7,0.5379999999999999,0.5,1.5,0.34299999999999997,3.7,4.8,0.77,2.1,3.9,6.1,2.7,1.0,0.9,3.4,2.7,15.7,9.08
1287,Bobby Simmons,DePaul,93.0,28.0,31.6,4.3,10.1,0.428,3.0,6.2,0.49,1.3,3.9,0.331,3.6,4.6,0.7829999999999999,2.6,5.9,7.5,2.2,1.3,0.2,2.5,2.9,13.6,7.91
1289,Will Solomon,Clemson,94.0,28.0,29.1,5.0,12.7,0.392,2.7,6.5,0.418,2.3,6.2,0.366,3.0,4.1,0.7170000000000001,0.6,2.3,2.8,2.6,1.2,0.4,3.4,2.5,15.2,7.43
1291,Jamaal Tinsley,Iowa State,68.0,68.0,32.5,4.2,10.8,0.38799999999999996,3.4,8.4,0.405,0.8,2.3,0.327,3.4,4.9,0.685,0.6,3.2,4.5,6.3,2.6,0.8,4.0,2.9,12.5,6.0
1292,Jeff Trepagnier,USC,106.0,17.0,31.3,4.1,8.6,0.47100000000000003,3.5,6.7,0.521,0.6,1.9,0.298,1.9,2.9,0.659,2.0,3.1,5.2,1.4,1.9,1.0,2.0,2.1,10.6,8.68
1293,Gerald Wallace,Alabama,36.0,2.0,22.9,3.5,8.0,0.43799999999999994,3.2,6.3,0.511,0.3,1.8,0.175,2.4,4.3,0.568,2.3,3.7,6.0,1.5,1.2,1.0,2.4,2.4,9.8,6.27
1294,Earl Watson,UCLA,129.0,32.0,34.5,4.0,8.9,0.45,3.0,5.9,0.507,1.0,3.0,0.341,2.2,3.3,0.654,1.3,2.3,3.8,4.7,1.8,0.4,3.5,2.2,11.2,10.51
1295,Rodney White,Charlotte,28.0,26.0,30.9,6.7,13.8,0.48700000000000004,5.5,10.4,0.5329999999999999,1.2,3.4,0.34700000000000003,4.1,5.7,0.713,1.8,4.7,6.5,1.5,1.2,0.7,2.9,2.6,18.7,7.91
1297,Robert Archibald,Illinois,130.0,33.0,16.2,2.0,3.5,0.57,2.0,3.5,0.5710000000000001,0.0,0.0,0.0,2.2,3.2,0.6809999999999999,2.0,3.1,4.1,0.8,0.5,0.6,1.6,3.0,6.2,10.69
1300,Lonny Baxter,Maryland,138.0,70.0,24.4,5.2,9.3,0.5529999999999999,5.1,9.3,0.5529999999999999,0.0,0.0,0.6,3.1,5.2,0.6,2.5,5.5,7.2,0.7,0.9,1.6,1.6,3.0,13.5,9.73
1301,Carlos Boozer,Duke,101.0,63.0,25.9,5.5,8.7,0.631,5.5,8.7,0.632,0.0,0.0,0.0,3.9,5.3,0.741,2.7,5.0,7.2,1.1,1.0,0.7,1.6,2.9,14.9,10.0
1302,Devin Brown,UTSA,105.0,50.0,32.0,6.1,14.7,0.41100000000000003,4.4,9.5,0.46799999999999997,1.6,5.2,0.309,4.6,6.2,0.733,2.2,5.7,7.2,2.7,1.8,0.4,2.8,2.2,18.3,-6.8
1304,Caron Butler,UConn,63.0,62.0,34.5,6.4,13.8,0.465,5.7,11.9,0.48200000000000004,0.7,1.9,0.364,4.5,5.9,0.768,3.3,4.3,7.6,3.0,2.1,0.3,2.7,2.4,18.0,6.43
1305,Rasual Butler,La Salle,110.0,60.0,38.3,6.8,16.7,0.409,4.3,9.6,0.447,2.6,7.1,0.359,3.1,3.7,0.8290000000000001,2.1,4.8,5.9,1.6,1.0,1.1,2.7,1.8,19.3,3.11
1307,Juan Dixon,Maryland,141.0,72.0,28.4,5.7,12.1,0.46799999999999997,4.0,7.8,0.513,1.7,4.4,0.389,3.0,3.6,0.85,1.3,3.1,4.2,2.6,2.4,0.2,2.5,2.0,16.1,9.73
1308,Melvin Ely,Fresno State,124.0,61.0,32.5,6.4,11.0,0.5770000000000001,6.4,11.0,0.578,0.0,0.0,0.33299999999999996,3.0,4.6,0.648,2.9,5.3,7.5,1.1,0.8,2.9,2.4,2.3,15.7,4.4
1309,Reggie Evans,Iowa,69.0,66.0,34.4,4.7,9.7,0.486,4.7,9.6,0.486,0.0,0.0,0.5,5.9,9.4,0.625,3.8,7.7,11.5,1.4,1.2,0.6,3.3,3.0,15.3,9.3
1310,Dan Gadzuric,UCLA,122.0,62.0,24.1,4.5,8.2,0.5479999999999999,4.5,8.2,0.5489999999999999,0.0,0.0,0.0,1.6,3.5,0.449,2.9,5.2,6.6,0.6,0.7,1.5,1.8,2.8,10.5,10.45
1311,Drew Gooden,Kansas,98.0,64.0,26.2,6.1,12.3,0.493,5.9,11.7,0.503,0.2,0.6,0.306,3.3,4.7,0.698,3.0,7.1,9.2,1.6,1.1,1.1,2.6,2.5,15.6,9.39
1312,Marcus Haislip,Tennessee,89.0,25.0,17.1,3.1,5.9,0.53,2.7,4.7,0.568,0.4,1.1,0.373,1.7,2.5,0.705,1.4,2.9,3.4,0.5,0.3,1.3,1.1,2.4,8.4,9.77
1317,Casey Jacobsen,Stanford,95.0,64.0,31.8,5.8,12.2,0.47,3.4,6.8,0.505,2.3,5.5,0.42700000000000005,4.3,5.6,0.7709999999999999,1.1,3.1,3.8,2.7,0.5,0.1,2.0,1.4,18.1,8.67
1319,Jared Jeffries,Indiana,70.0,70.0,32.6,5.0,11.2,0.45,4.5,9.5,0.47200000000000003,0.6,1.7,0.325,3.8,5.8,0.643,2.4,4.8,7.2,2.2,1.2,1.3,2.9,2.7,14.4,11.56
1320,Fred Jones,Oregon,125.0,60.0,28.2,4.4,9.2,0.48100000000000004,3.3,5.7,0.568,1.2,3.5,0.33799999999999997,3.1,3.9,0.805,1.9,3.6,5.0,2.9,1.2,0.6,2.4,2.5,13.2,8.05
1321,Sean Lampley,California,123.0,31.0,32.1,5.4,10.9,0.494,5.2,10.2,0.512,0.1,0.7,0.21,3.6,5.3,0.6709999999999999,1.5,5.7,7.2,2.4,0.7,0.6,3.1,2.0,14.4,8.38
1322,Tito Maddox,Fresno State,25.0,24.0,32.3,4.4,11.2,0.391,3.6,8.4,0.42700000000000005,0.8,2.8,0.28600000000000003,3.9,5.5,0.703,1.2,4.5,5.8,8.0,1.6,0.2,5.2,2.7,13.5,5.14
1323,Roger Mason,Virginia,89.0,57.0,29.6,4.4,10.0,0.436,2.8,5.9,0.479,1.5,4.1,0.375,3.6,4.1,0.8690000000000001,0.8,2.7,3.0,2.6,1.0,0.4,2.2,2.3,13.8,7.61
1325,Jannero Pargo,Arkansas,60.0,37.0,25.5,5.0,10.9,0.455,2.2,4.3,0.5,2.8,6.6,0.425,1.7,2.0,0.82,0.6,1.7,2.2,2.8,1.6,0.0,2.1,2.0,14.4,8.15
1326,Smush Parker,Fordham,28.0,26.0,35.0,5.5,12.6,0.433,3.4,6.4,0.536,2.0,6.2,0.32799999999999996,3.6,4.9,0.73,1.3,3.1,4.4,4.5,2.3,0.3,4.4,2.5,16.5,3.47
1327,Tayshaun Prince,Kentucky,135.0,66.0,29.8,4.8,10.5,0.457,3.3,5.9,0.556,1.5,4.6,0.32899999999999996,2.0,2.7,0.743,1.9,4.5,5.6,1.9,0.8,1.1,1.7,1.4,13.1,11.42
1329,Kareem Rush,Missouri,84.0,60.0,30.2,6.5,14.7,0.445,3.9,8.3,0.46399999999999997,2.7,6.4,0.42200000000000004,3.1,4.0,0.777,1.7,4.1,5.4,2.1,1.2,0.6,2.8,2.3,18.9,8.07
1330,John Salmons,Miami (FL),124.0,61.0,30.8,3.6,7.7,0.466,2.9,5.5,0.523,0.7,2.2,0.321,2.5,3.1,0.805,2.0,4.0,5.5,3.5,1.5,0.7,2.6,2.5,10.4,6.25
1332,Paul Shirley,Iowa State,109.0,46.0,22.5,2.6,4.7,0.5539999999999999,2.6,4.7,0.5539999999999999,0.0,0.0,0.5,2.3,3.4,0.684,3.1,3.8,5.1,0.6,0.6,0.4,1.4,0.9,7.5,6.0
1333,Tamar Slay,Marshall,114.0,57.0,28.8,5.5,12.4,0.44299999999999995,3.3,6.7,0.491,2.2,5.7,0.386,2.5,3.4,0.7490000000000001,1.2,4.2,4.4,2.2,1.2,0.5,2.4,2.3,15.7,0.61
1334,Dajuan Wagner,Memphis,36.0,35.0,31.8,7.4,18.0,0.41,5.5,12.2,0.45299999999999996,1.8,5.8,0.317,4.6,6.4,0.722,0.5,2.0,2.5,3.6,1.2,0.6,2.9,2.8,21.2,4.72
1335,Chris Wilcox,Maryland,70.0,27.0,16.6,3.2,6.2,0.52,3.2,6.1,0.522,0.0,0.0,0.0,1.5,2.6,0.589,1.8,3.0,4.7,1.0,0.5,1.0,1.0,2.0,7.9,10.19
1336,Mike Wilks,Rice,117.0,29.0,32.2,3.6,8.7,0.409,2.6,6.1,0.436,0.9,2.6,0.34600000000000003,3.1,4.2,0.7290000000000001,1.5,3.4,3.7,3.0,1.6,0.2,2.5,0.9,11.1,3.6
1337,Frank Williams,Illinois,101.0,68.0,31.7,4.6,11.7,0.396,3.3,7.6,0.433,1.3,4.1,0.326,3.7,4.6,0.807,0.8,3.4,4.0,4.3,2.1,0.3,2.7,1.8,14.3,10.3
1338,Jay Williams,Duke,108.0,74.0,33.1,6.6,14.6,0.45299999999999996,3.7,7.2,0.514,2.9,7.4,0.39299999999999996,3.1,4.7,0.6709999999999999,0.8,2.6,3.7,6.0,2.2,0.1,3.9,2.3,19.3,10.0
1339,Vincent Yarbrough,Tennessee,127.0,125.0,30.4,4.8,11.0,0.44,3.4,6.8,0.5,1.4,4.1,0.34,2.6,3.8,0.687,2.2,5.3,6.8,2.3,1.7,1.0,2.2,1.9,13.7,8.94
1340,Carmelo Anthony,Syracuse,35.0,35.0,36.4,7.9,17.5,0.45299999999999996,6.3,12.7,0.496,1.6,4.7,0.337,4.8,6.8,0.706,2.9,7.1,10.0,2.2,1.6,0.9,2.2,2.2,22.2,9.02
1341,Marcus Banks,UNLV,63.0,63.0,34.3,6.0,12.2,0.495,5.0,9.1,0.551,1.0,3.1,0.33,5.0,6.8,0.731,0.8,2.6,3.3,4.3,2.5,0.2,3.6,2.9,18.1,4.77
1342,Matt Barnes,UCLA,121.0,57.0,22.6,3.3,7.1,0.469,2.8,5.5,0.514,0.5,1.6,0.314,1.7,2.9,0.5660000000000001,2.1,4.7,4.8,2.0,1.0,0.4,2.0,2.2,8.8,10.45
1343,Troy Bell,Boston College,122.0,95.0,35.7,6.2,14.7,0.424,3.8,8.1,0.467,2.5,6.6,0.37200000000000005,6.6,7.6,0.868,1.8,2.5,4.0,3.5,2.2,0.3,2.9,2.3,21.6,5.85
1344,Steve Blake,Maryland,138.0,103.0,31.3,2.7,6.8,0.401,1.4,3.3,0.423,1.3,3.5,0.381,1.5,2.0,0.7709999999999999,0.7,2.8,3.4,7.0,1.7,0.3,3.3,2.1,8.3,9.34
1345,Keith Bogans,Kentucky,135.0,99.0,29.0,5.0,11.4,0.43700000000000006,3.1,5.9,0.527,1.9,5.5,0.342,2.4,3.5,0.688,1.6,2.7,4.1,2.3,1.1,0.1,2.3,2.0,14.2,11.27
1346,Curtis Borchardt,Stanford,66.0,29.0,21.6,3.5,6.6,0.534,3.3,6.0,0.551,0.2,0.6,0.375,2.9,4.2,0.691,2.8,6.0,7.2,1.2,0.4,2.2,1.4,2.3,10.2,8.67
1347,Chris Bosh,Georgia Tech,31.0,31.0,31.0,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,3.1,5.9,9.0,1.2,1.0,2.2,2.3,2.4,15.6,7.94
1349,Matt Carroll,Notre Dame,133.0,95.0,31.2,4.7,10.6,0.445,2.5,4.9,0.503,2.3,5.7,0.395,2.2,2.7,0.825,0.9,4.0,4.3,2.4,0.9,0.2,1.8,1.5,13.9,6.92
1351,Brian Cook,Illinois,132.0,99.0,25.7,4.8,9.4,0.51,4.1,7.3,0.5579999999999999,0.7,2.1,0.33899999999999997,2.9,3.7,0.7929999999999999,1.8,4.9,6.2,1.3,0.7,1.0,2.0,3.0,13.2,9.42
1352,Omar Cook,St. John's (NY),29.0,29.0,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,0.6,2.4,3.0,8.7,2.3,0.2,5.1,2.8,15.3,8.27
1353,Marquis Daniels,Auburn,111.0,90.0,28.7,5.4,10.8,0.496,4.8,8.8,0.542,0.6,2.0,0.29600000000000004,2.4,3.8,0.6459999999999999,2.2,4.0,5.6,2.6,1.9,0.4,2.7,2.4,13.8,7.91
1354,Josh Davis,Wyoming,119.0,60.0,26.3,4.7,9.5,0.49700000000000005,4.2,7.5,0.5539999999999999,0.5,1.9,0.278,2.1,3.3,0.642,2.7,6.0,8.0,1.4,1.2,1.5,1.7,1.8,12.1,2.85
1356,Ronald Dupree,LSU,129.0,94.0,28.8,5.2,10.7,0.483,4.6,8.9,0.519,0.5,1.7,0.3,2.6,4.0,0.638,2.8,5.5,7.0,1.6,0.8,0.4,2.7,2.1,13.4,6.5
1360,Hiram Fuller,Fresno State,60.0,23.0,20.4,2.6,5.2,0.503,2.6,5.0,0.518,0.0,0.2,0.091,2.2,3.4,0.649,2.3,4.1,6.4,0.4,0.6,1.0,1.9,2.9,7.4,2.82
1361,Reece Gaines,Louisville,125.0,93.0,31.6,5.1,11.2,0.452,3.3,6.5,0.502,1.8,4.7,0.38299999999999995,3.6,4.9,0.75,0.7,2.8,3.4,3.8,1.5,0.2,2.7,2.5,15.6,7.91
1362,Willie Green,Detroit,124.0,87.0,30.0,5.2,11.4,0.461,4.3,8.6,0.495,1.0,2.8,0.35200000000000004,2.9,3.8,0.757,1.1,3.6,4.2,2.2,0.9,0.3,2.0,2.3,14.3,0.88
1364,Travis Hansen,BYU,86.0,71.0,27.4,4.3,9.8,0.434,3.4,7.4,0.455,0.9,2.4,0.369,3.8,4.9,0.774,1.4,3.4,4.8,1.7,0.7,0.4,2.0,2.8,13.2,4.7
1365,Udonis Haslem,Florida,130.0,62.0,24.9,4.9,8.3,0.584,4.9,8.3,0.586,0.0,0.0,0.0,4.0,5.9,0.6659999999999999,2.4,5.5,6.4,1.1,0.8,0.9,2.4,1.5,13.7,7.5
1367,Kirk Hinrich,Kansas,141.0,118.0,29.7,4.4,8.8,0.493,2.7,5.0,0.542,1.7,3.9,0.43,2.0,2.6,0.7759999999999999,0.9,3.3,3.8,4.7,1.5,0.4,2.7,2.7,12.4,9.68
1368,Josh Howard,Wake Forest,127.0,85.0,27.8,5.1,10.5,0.483,4.2,8.1,0.522,0.9,2.4,0.353,2.9,4.0,0.708,2.9,4.5,6.6,1.9,1.7,1.1,2.2,2.9,13.9,9.17
1369,Brandon Hunter,Ohio,119.0,86.0,32.6,5.9,11.6,0.51,5.6,10.7,0.525,0.3,1.0,0.33899999999999997,4.7,7.8,0.608,2.7,7.7,9.3,2.1,0.8,0.7,3.4,2.6,16.9,1.82
1370,Britton Johnsen,Utah,109.0,82.0,26.2,3.5,7.3,0.47600000000000003,2.8,5.4,0.526,0.7,2.0,0.33799999999999997,2.0,3.4,0.589,1.9,4.2,5.2,1.1,0.8,0.4,2.3,2.2,9.6,5.36
1371,Linton Johnson,Tulane,107.0,31.0,19.4,2.6,5.5,0.47,2.2,4.1,0.523,0.4,1.4,0.315,1.0,1.5,0.6559999999999999,2.8,4.6,4.9,1.1,0.7,0.9,2.2,1.4,6.7,4.48
1373,James Jones,Miami (FL),122.0,88.0,27.5,3.8,8.9,0.426,2.8,6.3,0.444,1.0,2.7,0.38299999999999995,2.5,3.0,0.831,2.0,4.0,5.0,1.2,1.1,1.6,1.5,2.1,11.1,5.18
1375,Jason Kapono,UCLA,127.0,93.0,34.0,5.5,11.7,0.469,3.0,6.1,0.489,2.5,5.6,0.446,3.0,3.6,0.83,1.6,3.7,5.1,2.1,0.9,0.1,2.3,2.3,16.5,10.67
1376,Kyle Korver,Creighton,128.0,94.0,27.7,4.4,9.3,0.47200000000000003,1.5,2.9,0.515,2.9,6.4,0.45299999999999996,2.4,2.7,0.8909999999999999,1.5,4.4,5.2,2.3,1.3,0.5,1.8,2.3,14.1,1.76
1377,Keith McLeod,Bowling Green State,111.0,58.0,32.1,5.2,12.1,0.426,3.4,7.6,0.442,1.8,4.5,0.39899999999999997,5.0,6.3,0.7909999999999999,0.8,3.0,3.2,2.8,1.6,0.1,2.8,2.3,17.1,1.52
1378,Desmond Penigar,Utah State,64.0,60.0,27.9,6.2,12.9,0.478,5.3,10.5,0.511,0.8,2.5,0.335,3.3,4.6,0.7070000000000001,2.0,4.8,6.8,0.5,0.6,0.5,1.8,2.1,16.4,-1.56
1379,Kirk Penney,Wisconsin,127.0,86.0,26.9,4.0,9.1,0.434,2.3,4.7,0.479,1.7,4.4,0.387,1.8,2.4,0.75,0.7,4.0,3.8,1.7,0.6,0.1,2.2,1.3,11.4,10.07
1380,Luke Ridnour,Oregon,96.0,96.0,33.6,4.5,10.5,0.429,2.4,5.0,0.47200000000000003,2.1,5.4,0.389,3.5,4.1,0.8590000000000001,0.4,2.5,3.0,5.2,1.6,0.1,3.2,2.1,14.6,6.98
1381,Theron Smith,Ball State,99.0,68.0,32.9,5.6,11.7,0.479,4.4,8.5,0.521,1.2,3.2,0.37,3.7,5.1,0.725,3.1,6.4,8.9,1.5,0.9,0.4,2.4,1.9,16.2,2.23
1382,Darius Songaila,Wake Forest,130.0,63.0,26.2,4.9,9.6,0.511,4.8,9.3,0.516,0.1,0.3,0.34299999999999997,4.4,5.3,0.831,2.1,5.1,6.3,1.8,1.1,0.7,2.8,3.3,14.3,9.46
1383,Mike Sweetney,Georgetown,96.0,95.0,29.0,6.3,11.6,0.544,6.3,11.6,0.546,0.0,0.0,0.0,5.6,7.7,0.727,3.6,5.6,9.2,1.8,1.1,1.9,2.5,2.3,18.2,4.02
1385,Dwyane Wade,Marquette,65.0,65.0,30.7,7.3,14.8,0.494,6.8,13.3,0.512,0.5,1.5,0.33299999999999996,4.6,6.2,0.745,2.2,4.3,6.5,3.9,2.3,1.2,3.1,2.4,19.7,6.03
1386,Luke Walton,Arizona,129.0,65.0,27.2,3.3,7.6,0.426,2.8,5.9,0.47,0.5,1.8,0.284,2.1,3.1,0.685,1.6,3.9,5.1,4.5,1.2,0.4,2.6,1.8,9.1,10.92
1387,David West,Xavier,126.0,93.0,33.4,5.8,10.8,0.531,5.6,10.4,0.54,0.1,0.4,0.327,5.3,6.9,0.757,3.2,7.6,10.4,2.1,1.4,1.8,2.5,2.8,16.9,4.18
1388,Mo Williams,Alabama,64.0,64.0,33.7,4.4,10.9,0.405,3.0,6.1,0.49200000000000005,1.4,4.8,0.294,2.8,3.4,0.847,1.0,2.9,3.9,4.2,1.5,0.1,3.0,2.4,13.1,8.53
1389,Tony Allen,Oklahoma State,67.0,62.0,31.4,5.5,11.5,0.47700000000000004,4.7,9.3,0.508,0.8,2.2,0.34700000000000003,3.5,5.2,0.682,1.7,3.7,5.5,2.9,2.0,0.8,2.8,2.9,15.3,7.84
1390,Trevor Ariza,UCLA,25.0,23.0,31.6,4.3,10.0,0.426,3.6,7.0,0.509,0.7,3.0,0.237,2.3,4.5,0.504,2.4,4.0,6.5,2.1,1.7,0.4,3.2,2.8,11.6,6.82
1391,Maurice Baker,Oklahoma State,59.0,53.0,33.7,5.6,11.7,0.48100000000000004,3.8,7.1,0.539,1.8,4.6,0.391,3.3,4.0,0.8190000000000001,2.4,3.7,6.1,3.8,1.7,0.2,3.5,2.2,16.4,5.75
1392,Andre Barrett,Seton Hall,122.0,122.0,35.2,5.1,12.4,0.415,3.1,6.7,0.469,2.0,5.7,0.35100000000000003,3.0,3.9,0.773,0.9,2.8,3.7,5.4,1.4,0.1,2.9,1.9,15.3,7.16
