,Name,School,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
1670,Danny Green,UNC,145.0,39.0,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.375,1.4,1.6,0.845,1.4,2.7,4.1,1.8,1.1,1.1,1.4,1.9,9.4,8.39
1671,Taylor Griffin,Oklahoma,129.0,78.0,22.3,2.3,4.9,0.46799999999999997,2.2,4.5,0.493,0.1,0.5,0.22,1.9,2.6,0.721,1.7,3.0,4.8,1.0,0.9,0.8,1.4,2.5,6.6,7.19
1672,Tyler Hansbrough,UNC,142.0,141.0,30.9,6.6,12.3,0.536,6.5,12.1,0.541,0.1,0.3,0.316,6.9,8.7,0.7909999999999999,3.4,5.2,8.6,1.1,1.3,0.5,2.1,2.5,20.2,8.39
1673,James Harden,Arizona State,69.0,68.0,35.0,6.0,11.9,0.506,4.6,8.0,0.57,1.5,3.9,0.376,5.4,7.2,0.755,1.3,4.1,5.4,3.7,1.9,0.4,3.0,2.5,19.0,7.05
1675,Jrue Holiday,UCLA,35.0,35.0,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,7.18
1676,Lester Hudson,UT-Martin,65.0,64.0,36.5,9.3,20.4,0.456,5.8,10.8,0.53,3.5,9.5,0.37200000000000005,4.4,5.2,0.858,2.2,5.7,7.9,4.4,2.6,0.6,3.6,2.7,26.6,-5.64
1677,Chris Hunter,Michigan,105.0,27.0,18.4,2.4,5.1,0.46399999999999997,2.0,4.1,0.501,0.3,1.0,0.318,1.9,2.5,0.7490000000000001,1.3,2.3,3.5,0.5,0.5,0.9,1.5,2.2,7.0,7.05
1679,Othyus Jeffers,UIC,63.0,62.0,32.6,5.1,10.6,0.47700000000000004,5.0,10.4,0.48200000000000004,0.0,0.2,0.16699999999999998,3.4,5.6,0.607,3.4,4.7,8.1,2.8,1.3,0.4,2.8,2.7,13.5,0.45
1680,Brandon Jennings,Fort Wayne,52.0,8.0,15.0,1.3,2.8,0.44799999999999995,1.0,2.0,0.491,0.3,0.8,0.33299999999999996,0.5,0.7,0.7709999999999999,0.9,1.7,2.6,0.6,0.5,0.0,0.6,1.5,3.3,-0.63
1681,James Johnson,Quinnipiac,127.0,127.0,33.7,4.6,11.9,0.385,2.9,7.3,0.39399999999999996,1.7,4.6,0.37,2.8,3.5,0.792,0.8,2.7,3.5,3.8,1.5,0.1,2.2,2.3,13.6,-7.53
1682,Oliver Lafayette,Houston,64.0,63.0,34.4,4.9,13.6,0.359,2.4,5.8,0.409,2.5,7.8,0.322,2.7,3.8,0.725,1.3,3.7,5.1,2.5,2.9,0.2,2.0,2.8,15.0,2.54
1683,Marcus Landry,Wisconsin,121.0,75.0,25.0,3.5,7.2,0.49,3.0,5.8,0.523,0.5,1.5,0.361,1.6,2.4,0.67,1.5,2.7,4.2,1.2,0.6,0.8,1.5,2.1,9.2,7.34
1684,Ty Lawson,UNC,105.0,95.0,27.0,4.4,8.5,0.517,3.3,5.9,0.568,1.1,2.6,0.40299999999999997,3.2,4.1,0.78,0.6,2.3,2.9,5.8,1.8,0.1,2.1,2.0,13.1,8.59
1685,Wesley Matthews,Marquette,127.0,118.0,30.2,4.0,9.1,0.444,3.2,6.8,0.48,0.8,2.3,0.341,4.3,5.4,0.799,1.6,3.4,4.9,2.1,1.2,0.3,2.2,2.3,13.2,7.77
1686,Eric Maynor,VCU,130.0,104.0,30.7,5.0,11.2,0.449,3.9,8.3,0.47700000000000004,1.1,3.0,0.37,3.9,4.9,0.7909999999999999,0.5,2.9,3.4,5.2,1.3,0.2,2.4,2.0,15.0,-0.76
1687,Jodie Meeks,Kentucky,81.0,42.0,27.7,4.8,10.9,0.436,2.6,5.2,0.491,2.2,5.7,0.386,3.7,4.1,0.89,0.7,2.4,3.0,1.6,1.1,0.1,1.8,1.6,15.4,7.77
1688,DaJuan Summers,Georgetown,101.0,98.0,27.6,3.6,8.3,0.439,2.2,4.2,0.522,1.4,4.1,0.353,2.5,3.4,0.727,1.3,3.1,4.4,1.3,1.0,0.6,2.2,2.4,11.2,8.56
1689,Jermaine Taylor,UCF,122.0,60.0,25.8,5.8,12.5,0.466,3.8,7.0,0.536,2.1,5.5,0.376,2.5,3.3,0.764,1.5,2.3,3.9,1.4,0.9,0.4,2.2,1.7,16.2,0.56
1690,Jeff Teague,Wake Forest,61.0,52.0,30.9,5.2,11.2,0.462,3.9,8.2,0.47700000000000004,1.3,3.0,0.42100000000000004,4.8,5.9,0.812,0.5,2.5,3.0,3.0,1.9,0.6,3.0,2.3,16.4,8.09
1691,Garrett Temple,LSU,134.0,131.0,33.1,2.2,5.9,0.371,1.3,2.9,0.47,0.8,3.0,0.278,1.5,1.9,0.7829999999999999,0.8,2.9,3.7,3.6,1.4,0.8,2.2,2.6,6.7,6.28
1693,Marcus Thornton,LSU,66.0,65.0,32.7,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.7709999999999999,2.0,3.5,5.5,1.8,1.5,0.3,2.0,2.0,20.4,4.46
1694,Terrence Williams,Louisville,140.0,127.0,32.2,4.1,10.3,0.4,2.7,6.0,0.457,1.4,4.4,0.32,1.5,2.6,0.589,1.5,5.5,6.9,3.9,1.5,0.6,2.4,1.9,11.2,7.65
1695,Sam Young,Pitt,143.0,78.0,25.5,5.0,10.1,0.498,4.2,7.8,0.539,0.8,2.3,0.35600000000000004,2.4,3.4,0.6920000000000001,1.8,3.2,5.0,1.0,0.8,0.8,1.9,1.7,13.2,8.0
1696,Jeff Adrien,UConn,133.0,101.0,29.5,4.5,8.8,0.515,4.5,8.7,0.516,0.0,0.0,0.33299999999999996,3.0,4.9,0.606,2.9,5.6,8.5,1.1,0.6,1.1,1.9,1.8,12.1,7.0
1697,Solomon Alabi,Florida State,77.0,68.0,22.0,3.5,6.6,0.534,3.5,6.6,0.535,0.0,0.0,0.0,2.1,2.9,0.745,2.1,3.3,5.4,0.4,0.5,2.1,1.7,2.1,9.1,7.34
1699,Al-Farouq Aminu,Wake Forest,62.0,60.0,30.1,5.0,10.6,0.47600000000000003,4.6,8.9,0.522,0.4,1.7,0.23800000000000002,3.9,5.7,0.687,3.3,6.1,9.4,1.4,1.2,1.3,2.9,2.8,14.4,8.1
1701,Luke Babbitt,Nevada,68.0,68.0,34.9,6.5,13.6,0.48,5.4,11.0,0.494,1.1,2.6,0.42100000000000004,5.2,5.8,0.893,2.0,6.2,8.1,1.8,0.9,0.8,2.1,2.2,19.4,1.98
1702,Eric Bledsoe,Kentucky,37.0,35.0,30.3,3.9,8.4,0.462,2.6,5.0,0.516,1.3,3.5,0.38299999999999995,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3,6.82
1703,Trevor Booker,Clemson,134.0,134.0,28.4,5.1,9.2,0.5589999999999999,5.0,8.6,0.574,0.2,0.5,0.324,2.4,3.9,0.624,3.0,4.9,7.9,1.7,1.1,1.9,1.9,2.3,12.9,7.85
1704,Craig Brackins,Iowa State,96.0,95.0,31.8,6.0,13.4,0.445,5.2,10.9,0.48,0.7,2.5,0.292,3.4,4.7,0.726,1.7,6.0,7.7,1.6,0.5,1.0,2.0,2.0,16.0,7.34
1705,Avery Bradley,Texas,34.0,32.0,29.5,4.7,10.8,0.43200000000000005,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,1.0,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,7.38
1707,Sherron Collins,Kansas,143.0,77.0,28.5,4.6,10.3,0.444,3.0,6.0,0.49200000000000005,1.6,4.3,0.377,2.4,3.0,0.8079999999999999,0.4,2.0,2.4,3.9,1.0,0.0,2.3,1.8,13.2,7.8
1709,DeMarcus Cousins,Kentucky,38.0,37.0,23.5,5.4,9.7,0.5579999999999999,5.4,9.6,0.565,0.0,0.2,0.16699999999999998,4.3,7.1,0.604,4.1,5.8,9.8,1.0,1.0,1.8,2.1,3.2,15.1,6.82
1712,Zabian Dowdell,Virginia Tech,122.0,118.0,34.0,5.1,11.9,0.43,3.4,7.2,0.47100000000000003,1.7,4.7,0.36700000000000005,2.7,3.6,0.745,0.7,2.6,3.2,3.1,2.0,0.2,2.2,1.8,14.6,5.77
1713,Devin Ebanks,West Virginia,69.0,65.0,32.1,4.0,8.6,0.46299999999999997,3.9,7.6,0.51,0.1,1.0,0.114,3.1,4.2,0.736,2.8,5.2,7.9,2.6,0.9,0.7,2.1,1.7,11.2,9.3
1714,Jeremy Evans,Western Kentucky,134.0,130.0,23.5,3.2,5.0,0.639,3.1,4.7,0.654,0.1,0.2,0.364,1.5,2.2,0.684,2.4,3.5,5.9,0.5,0.6,1.7,1.0,2.4,7.9,-1.72
1716,Derrick Favors,Georgia Tech,36.0,35.0,27.5,5.0,8.1,0.611,5.0,8.1,0.613,0.0,0.0,0.0,2.5,4.0,0.629,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,9.02
1717,Landry Fields,Stanford,129.0,65.0,23.6,3.9,8.4,0.46299999999999997,3.1,6.0,0.51,0.8,2.3,0.342,2.3,3.3,0.6759999999999999,1.6,3.5,5.0,1.6,0.9,0.4,1.5,1.6,10.8,7.35
1719,Paul George,Fresno State,63.0,63.0,33.9,5.1,11.4,0.447,3.1,6.5,0.485,1.9,4.9,0.396,3.4,4.2,0.8029999999999999,1.9,4.8,6.7,2.4,2.0,0.9,2.7,2.8,15.5,1.13
1720,Blake Griffin,Oklahoma,68.0,63.0,30.9,7.1,11.5,0.618,7.1,11.4,0.622,0.0,0.1,0.3,4.5,7.7,0.589,3.6,8.3,11.8,2.1,1.1,1.0,2.8,2.5,18.8,7.37
1721,Luke Harangody,Notre Dame,129.0,108.0,29.2,7.3,15.3,0.47600000000000003,6.9,14.3,0.486,0.3,1.0,0.326,4.4,5.6,0.782,3.0,6.5,9.5,1.6,0.8,0.7,1.8,2.4,19.2,6.73
1722,Manny Harris,Michigan,98.0,97.0,34.0,5.3,13.1,0.406,3.9,8.5,0.45299999999999996,1.4,4.6,0.318,4.9,6.0,0.8270000000000001,1.6,4.1,5.7,3.7,1.5,0.4,3.2,1.9,17.0,9.04
1723,Gordon Hayward,Butler,69.0,69.0,33.1,4.3,9.2,0.47,2.6,4.6,0.569,1.7,4.6,0.369,4.1,4.9,0.8240000000000001,1.7,5.7,7.4,1.8,1.3,0.9,2.0,2.1,14.4,3.57
1724,Lazar Hayward,Marquette,138.0,118.0,26.4,4.8,10.7,0.452,3.6,7.3,0.49700000000000005,1.2,3.4,0.35700000000000004,2.6,3.3,0.789,2.2,4.4,6.6,0.9,1.1,0.3,1.7,2.7,13.5,7.79
1725,Xavier Henry,Kansas,36.0,36.0,27.5,4.5,9.8,0.45799999999999996,2.6,5.3,0.49200000000000005,1.9,4.6,0.418,2.5,3.2,0.7829999999999999,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,8.25
1726,Damion James,Texas,142.0,140.0,29.3,5.0,10.4,0.479,4.2,8.4,0.506,0.7,2.0,0.364,2.8,4.4,0.64,2.9,6.3,9.3,1.1,1.0,1.1,1.8,2.8,13.5,7.54
1727,Armon Johnson,Nevada,101.0,99.0,32.7,5.4,11.6,0.467,4.7,9.2,0.514,0.7,2.4,0.289,2.8,3.7,0.75,0.8,2.9,3.7,4.4,0.8,0.2,2.7,1.7,14.3,1.28
1728,Chris Johnson,Dayton,138.0,93.0,24.9,3.4,7.9,0.42700000000000005,1.7,3.3,0.505,1.7,4.6,0.371,2.1,2.6,0.826,2.3,3.9,6.1,1.1,0.8,0.4,1.1,1.8,10.6,3.72
1730,Dominique Jones,South Florida,95.0,94.0,36.5,6.2,14.1,0.442,4.5,8.9,0.512,1.7,5.2,0.32299999999999995,4.8,6.5,0.737,1.5,3.9,5.4,3.5,1.5,0.4,2.6,2.6,18.9,7.32
1731,Gani Lawal,Georgia Tech,99.0,91.0,24.3,4.5,8.2,0.5479999999999999,4.5,8.2,0.55,0.0,0.0,0.0,2.8,5.0,0.552,2.7,4.5,7.2,0.4,0.6,1.3,2.1,2.4,11.8,8.64
1732,Jeremy Lin,Harvard,115.0,87.0,29.2,4.4,9.1,0.48100000000000004,3.5,6.3,0.547,0.9,2.8,0.33299999999999996,3.2,4.3,0.733,0.9,3.4,4.3,3.5,2.0,0.6,2.9,2.9,12.9,-4.84
1733,Greg Monroe,Georgetown,65.0,65.0,32.6,5.3,9.8,0.5429999999999999,5.2,9.3,0.5579999999999999,0.1,0.5,0.273,3.7,5.5,0.677,2.1,6.1,8.2,3.2,1.5,1.5,2.9,2.5,14.5,9.26
1735,Larry Owens,Oral Roberts,66.0,48.0,29.0,4.3,7.9,0.545,3.9,6.7,0.58,0.4,1.2,0.34600000000000003,1.8,3.2,0.569,2.7,5.0,7.7,2.8,1.6,1.1,2.3,3.2,10.9,-2.2
1736,Patrick Patterson,Kentucky,97.0,97.0,34.0,6.4,10.9,0.585,6.1,10.1,0.604,0.2,0.8,0.32899999999999996,3.2,4.3,0.7340000000000001,2.9,5.3,8.2,1.5,0.7,1.6,1.6,2.1,16.1,6.24
1738,Quincy Pondexter,Washington,136.0,102.0,27.3,4.8,9.5,0.503,4.4,8.3,0.528,0.4,1.2,0.327,3.1,4.1,0.768,2.4,3.2,5.6,1.7,0.8,0.3,1.9,2.5,13.1,7.55
1739,Andy Rautins,Syracuse,127.0,65.0,24.4,2.8,7.1,0.396,0.6,1.2,0.506,2.2,5.9,0.374,0.9,1.2,0.763,0.4,2.2,2.6,2.7,1.4,0.2,1.7,1.9,8.8,7.83
1740,Samardo Samuels,Louisville,70.0,70.0,27.1,4.8,8.8,0.5489999999999999,4.8,8.8,0.5489999999999999,0.0,0.0,0.0,3.8,5.5,0.6890000000000001,2.9,3.0,5.9,1.1,0.6,1.2,2.3,2.8,13.5,8.2
1741,Larry Sanders,VCU,101.0,82.0,23.5,4.1,7.9,0.52,4.1,7.7,0.526,0.0,0.2,0.25,2.1,3.6,0.5770000000000001,2.5,5.2,7.7,0.5,0.6,2.7,1.5,3.1,10.3,-0.69
1742,Mustafa Shakur,Arizona,131.0,129.0,31.0,3.4,7.6,0.452,2.6,5.4,0.49,0.8,2.2,0.355,2.5,3.1,0.7859999999999999,0.7,3.0,3.7,5.1,1.2,0.1,3.0,2.2,10.1,8.88
1743,Lance Stephenson,Cincinnati,34.0,32.0,28.2,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.21899999999999997,2.3,3.5,0.664,1.9,3.5,5.4,2.5,0.9,0.2,2.4,1.9,12.3,8.45
1744,Evan Turner,Ohio State,101.0,94.0,32.8,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.36200000000000004,3.8,5.0,0.758,1.5,5.3,6.8,4.1,1.6,0.7,3.5,2.7,15.0,7.86
1746,Ben Uzoh,Tulsa,141.0,140.0,32.3,4.7,10.3,0.45399999999999996,3.4,6.8,0.508,1.2,3.5,0.349,3.3,4.2,0.782,1.2,3.8,5.0,3.0,1.1,0.7,2.4,1.7,13.8,2.63
1747,John Wall,Kentucky,37.0,37.0,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.325,4.7,6.3,0.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,6.82
1748,Willie Warren,Oklahoma,57.0,53.0,31.7,4.9,10.6,0.45899999999999996,3.2,5.8,0.55,1.7,4.9,0.35,3.8,4.8,0.7879999999999999,0.6,2.1,2.6,3.5,1.1,0.1,2.8,2.3,15.2,7.33
1749,Hassan Whiteside,Marshall,34.0,23.0,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,1.57
1750,Lavoy Allen,Temple,135.0,130.0,32.2,4.4,8.2,0.534,4.2,7.7,0.5489999999999999,0.1,0.5,0.28800000000000003,1.6,2.4,0.6709999999999999,3.0,5.5,8.5,2.1,0.5,1.6,1.4,2.5,10.5,4.24
1751,Keith Benson,Oakland,135.0,126.0,26.8,5.1,9.1,0.5579999999999999,5.0,8.9,0.562,0.1,0.2,0.379,3.9,5.7,0.679,2.5,5.7,8.2,0.7,0.5,2.7,1.4,2.8,14.1,-1.32
1752,MarShon Brooks,Providence,113.0,56.0,25.3,5.2,11.2,0.46399999999999997,3.8,7.0,0.5429999999999999,1.4,4.2,0.33299999999999996,2.6,3.6,0.7390000000000001,1.6,2.7,4.3,1.5,1.1,0.7,1.8,2.0,14.4,7.44
1753,Alec Burks,Colorado,68.0,67.0,30.9,6.2,12.6,0.495,5.5,10.4,0.5329999999999999,0.7,2.2,0.313,5.9,7.3,0.804,2.2,3.6,5.8,2.4,1.1,0.4,2.3,2.4,19.0,6.65
1754,Jimmy Butler,Marquette,106.0,69.0,29.6,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.38299999999999995,4.3,5.6,0.773,2.3,3.1,5.5,1.7,1.1,0.5,1.0,1.7,12.0,8.21
1756,Norris Cole,Cleveland State,140.0,106.0,29.4,4.8,11.1,0.435,3.8,8.0,0.48,1.0,3.1,0.321,3.5,4.2,0.826,0.6,2.5,3.2,3.3,1.5,0.1,2.0,2.2,14.1,1.92
1757,Justin Dentmon,Washington,133.0,102.0,27.3,3.4,8.0,0.428,2.4,5.2,0.47100000000000003,1.0,2.9,0.349,2.8,3.6,0.789,1.0,2.1,3.2,3.0,1.4,0.1,2.3,2.1,10.7,7.16
1758,Jerome Dyson,UConn,113.0,106.0,30.4,4.6,11.9,0.39,3.4,8.1,0.423,1.2,3.8,0.318,4.0,5.4,0.735,1.1,2.8,3.9,2.9,1.7,0.5,2.8,2.6,14.4,7.64
1759,Kenneth Faried,Morehead State,136.0,122.0,29.1,5.8,10.1,0.569,5.7,10.0,0.5720000000000001,0.0,0.1,0.25,3.2,5.6,0.583,4.4,7.9,12.3,0.9,1.7,1.8,2.2,3.1,14.8,-4.03
1761,Courtney Fortson,Arkansas,47.0,46.0,33.0,5.3,13.4,0.397,4.1,9.6,0.431,1.2,3.8,0.311,4.1,6.1,0.677,1.6,3.8,5.4,5.9,1.2,0.1,4.7,2.7,16.0,4.49
1762,Jimmer Fredette,BYU,139.0,102.0,29.6,6.0,13.3,0.455,3.9,7.8,0.49700000000000005,2.1,5.4,0.39399999999999996,4.5,5.1,0.882,0.5,2.1,2.6,3.7,1.2,0.1,2.5,1.2,18.7,3.56
1763,Mickell Gladness,Alabama A&M,85.0,83.0,26.8,2.6,5.8,0.442,2.6,5.8,0.445,0.0,0.0,0.0,2.1,3.2,0.667,1.6,5.4,7.0,0.5,0.6,4.7,1.6,2.6,7.3,-11.93
1764,Andrew Goudelock,College of Charleston,140.0,124.0,32.8,6.8,14.9,0.457,4.0,8.1,0.494,2.8,6.8,0.413,1.9,2.2,0.838,0.6,2.7,3.3,3.0,0.9,0.3,2.2,1.5,18.4,-2.92
1765,Jordan Hamilton,Lehigh,93.0,38.0,14.8,1.5,3.5,0.425,0.9,1.6,0.547,0.6,1.9,0.324,0.7,1.0,0.753,0.5,0.9,1.4,0.5,0.3,0.3,0.7,1.7,4.3,-6.72
1766,Justin Harper,Richmond,137.0,96.0,22.9,3.9,8.1,0.483,2.6,4.7,0.557,1.3,3.4,0.382,1.5,2.1,0.711,1.4,3.3,4.8,0.7,0.6,0.8,1.3,2.2,10.6,2.46
1767,Josh Harrellson,Kentucky,94.0,40.0,15.8,2.0,3.6,0.5489999999999999,1.9,3.3,0.5710000000000001,0.1,0.3,0.31,0.6,1.0,0.649,1.9,2.8,4.7,0.4,0.5,0.9,0.6,1.4,4.7,6.85
1768,Terrel Harris,Oklahoma State,134.0,89.0,26.4,3.3,7.5,0.44,2.1,4.3,0.494,1.1,3.1,0.366,2.1,2.6,0.815,1.1,2.8,3.8,1.5,1.3,0.2,2.1,2.9,9.8,7.03
1769,Tobias Harris,Tennessee,34.0,33.0,29.2,5.4,11.8,0.46,4.8,9.6,0.49700000000000005,0.7,2.2,0.303,3.8,5.0,0.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,8.73
1770,Cory Higgins,Colorado,132.0,131.0,33.9,4.9,10.6,0.467,4.0,7.9,0.509,0.9,2.7,0.34700000000000003,4.3,5.2,0.825,0.7,3.4,4.1,2.4,1.5,0.4,2.3,2.3,15.2,6.28
1771,Darington Hobson,New Mexico,35.0,35.0,33.6,5.5,12.5,0.44,4.4,9.5,0.465,1.1,3.1,0.361,3.7,5.7,0.653,2.1,7.1,9.3,4.6,1.3,0.4,3.0,1.9,15.9,3.84
1772,Tyler Honeycutt,UCLA,59.0,51.0,31.7,3.6,8.4,0.431,2.5,5.3,0.473,1.1,3.1,0.359,2.0,2.9,0.684,1.7,5.2,6.9,2.8,1.2,1.7,2.8,1.9,10.3,7.9
1773,Dennis Horner,NC State,128.0,46.0,20.3,2.3,4.9,0.46799999999999997,1.6,3.1,0.535,0.7,1.9,0.358,1.5,2.0,0.7809999999999999,0.9,2.0,2.9,0.9,0.5,0.5,0.9,1.7,6.8,7.87
1774,Kyrie Irving,Duke,11.0,8.0,27.5,5.0,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.462,5.8,6.5,0.9009999999999999,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,8.31
1775,Reggie Jackson,Boston College,99.0,52.0,28.0,4.6,9.9,0.465,3.4,6.4,0.527,1.2,3.5,0.35100000000000003,2.3,3.0,0.753,1.4,3.0,4.4,3.5,0.8,0.5,2.1,1.7,12.7,7.25
1776,Charles Jenkins,Hofstra,128.0,128.0,35.9,6.6,14.5,0.456,5.2,10.8,0.48200000000000004,1.4,3.7,0.382,5.0,6.2,0.8109999999999999,1.0,3.3,4.3,3.8,1.7,0.6,3.0,2.5,19.6,-1.45
1777,Carldell Johnson,Alabama-Birmingham,96.0,85.0,28.7,2.0,4.8,0.405,1.0,2.5,0.409,0.9,2.4,0.401,0.8,1.1,0.716,0.6,1.7,2.3,5.0,2.3,0.0,1.6,2.2,5.7,3.99
1778,Ivan Johnson,Oregon,28.0,6.0,16.1,2.9,5.9,0.5,2.9,5.7,0.513,0.0,0.1,0.0,1.6,2.5,0.634,1.0,2.2,3.2,0.4,0.9,0.3,1.7,3.0,7.5,6.85
1779,JaJuan Johnson,Purdue,140.0,119.0,27.5,5.0,10.1,0.501,4.9,9.6,0.512,0.1,0.4,0.25,3.5,4.7,0.743,2.0,4.1,6.1,0.7,0.7,1.9,1.3,1.8,13.7,7.64
1781,Cory Joseph,Texas,36.0,36.0,32.4,3.8,8.9,0.42200000000000004,2.3,5.4,0.429,1.4,3.5,0.413,1.4,2.0,0.6990000000000001,0.6,2.9,3.6,3.0,1.0,0.3,1.5,1.8,10.4,7.96
1782,Brandon Knight,Kentucky,38.0,38.0,35.9,5.7,13.5,0.423,3.4,7.4,0.461,2.3,6.1,0.377,3.6,4.5,0.795,0.7,3.4,4.0,4.2,0.7,0.2,3.2,2.2,17.3,8.91
1783,Malcolm Lee,UCLA,94.0,65.0,26.7,3.3,7.5,0.441,2.6,4.8,0.5329999999999999,0.8,2.7,0.278,2.3,3.2,0.7170000000000001,0.8,2.2,3.0,2.0,0.8,0.2,1.7,2.0,9.7,7.66
1784,Kawhi Leonard,San Diego State,70.0,69.0,31.9,5.4,12.0,0.449,4.8,9.7,0.49700000000000005,0.6,2.3,0.25,2.8,3.7,0.7440000000000001,3.3,6.9,10.2,2.2,1.4,0.6,2.2,2.5,14.1,5.29
1785,Travis Leslie,Georgia,90.0,68.0,26.1,4.6,9.6,0.48200000000000004,4.4,9.0,0.49200000000000005,0.2,0.6,0.33299999999999996,2.7,3.7,0.743,2.7,3.4,6.1,2.1,1.1,0.7,2.0,1.8,12.2,6.56
1786,Jon Leuer,Wisconsin,123.0,68.0,22.8,4.2,8.7,0.48200000000000004,3.4,6.5,0.521,0.8,2.2,0.368,2.0,2.7,0.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,8.06
1787,DeAndre Liggins,Kentucky,100.0,29.0,21.9,1.9,4.8,0.40700000000000003,1.3,2.9,0.455,0.6,1.9,0.332,1.3,2.0,0.643,0.5,2.5,3.0,2.1,0.9,0.5,1.5,1.9,5.8,6.85
1788,Shelvin Mack,Butler,108.0,107.0,31.2,4.8,11.4,0.419,2.8,5.8,0.48,2.0,5.6,0.35700000000000004,2.6,3.4,0.755,0.8,3.4,4.2,3.3,1.1,0.1,2.2,1.9,14.1,4.05
1790,Darius Morris,Michigan,67.0,53.0,29.8,3.8,8.0,0.469,3.4,6.5,0.528,0.3,1.5,0.223,2.0,2.9,0.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2.0,9.9,10.03
1791,Marcus Morris,Kansas,109.0,90.0,24.0,4.7,8.4,0.555,4.3,7.3,0.585,0.4,1.1,0.358,2.9,4.3,0.66,2.4,3.8,6.2,1.3,0.9,0.4,1.6,2.6,12.6,7.92
1792,Markieff Morris,Kansas,109.0,43.0,19.3,3.1,5.7,0.5529999999999999,2.8,4.8,0.579,0.3,0.9,0.40399999999999997,1.9,2.9,0.653,2.0,4.1,6.1,1.2,0.6,0.9,1.6,2.7,8.5,7.92
1793,Daniel Orton,Kentucky,38.0,0.0,13.2,1.3,2.4,0.527,1.3,2.3,0.539,0.0,0.1,0.0,0.9,1.7,0.524,1.2,2.1,3.3,0.4,0.6,1.4,1.0,2.3,3.4,6.82
1794,Jeremy Pargo,Gonzaga,134.0,103.0,28.7,3.4,7.3,0.465,2.9,5.5,0.515,0.6,1.8,0.311,1.9,2.7,0.7040000000000001,0.5,2.9,3.4,4.4,1.3,0.1,2.7,1.9,9.3,3.62
1795,Chandler Parsons,Florida,142.0,81.0,27.9,3.7,7.8,0.47700000000000004,2.6,4.6,0.575,1.1,3.2,0.337,1.7,2.8,0.611,1.9,4.1,6.0,2.4,0.9,0.3,1.6,2.0,10.2,5.9
1796,Ryan Reid,Florida State,126.0,66.0,20.2,1.9,3.8,0.495,1.9,3.8,0.494,0.0,0.0,1.0,1.2,2.0,0.604,1.7,2.2,3.9,0.7,0.5,0.6,1.6,1.9,5.0,7.66
1797,Josh Selby,Kansas,26.0,11.0,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.36200000000000004,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,7.62
1798,Iman Shumpert,Georgia Tech,92.0,91.0,31.3,4.2,10.6,0.396,3.0,6.7,0.45,1.2,4.0,0.305,3.1,4.1,0.738,1.1,3.4,4.5,4.2,2.3,0.2,3.0,2.7,12.7,7.34
1800,Chris Singleton,Florida State,95.0,91.0,29.1,3.5,8.4,0.419,2.4,5.1,0.47600000000000003,1.1,3.3,0.33,2.1,3.5,0.5920000000000001,2.0,4.2,6.2,1.5,1.9,1.4,2.4,3.1,10.3,7.05
1801,Donald Sloan,Texas A&M,138.0,103.0,28.0,3.8,8.8,0.428,2.9,6.3,0.46399999999999997,0.8,2.5,0.336,2.7,3.6,0.732,0.5,2.7,3.3,2.7,0.6,0.1,1.9,1.4,11.0,7.13
1802,Greg Smith,Delaware State,49.0,24.0,10.8,1.1,2.7,0.391,0.9,2.5,0.371,0.1,0.2,0.667,0.2,0.3,0.688,0.7,0.9,1.7,0.2,0.3,0.3,0.4,1.6,2.5,-6.19
